run_id,issue_key,status_name,status_category,entered_at,exited_at,duration_seconds_bh,duration_seconds_24x7,interval_index
4,MEDA-38,In Progress,In Progress,2022-05-24T15:33:30.022000+00:00,2022-05-24T15:33:33.514000+00:00,3,3,0
4,MEDA-38,Peer Review,In Progress,2022-05-24T15:33:33.514000+00:00,2022-05-24T20:03:50.150000+00:00,16216,16216,1
4,MEDA-38,Done,Done,2022-05-24T20:03:50.150000+00:00,2025-05-21T15:38:04.143000+00:00,22476853,94419253,2
4,MEDA-38,Done,Done,2025-05-21T15:38:04.143000+00:00,2025-08-29T20:58:14.083003+00:00,2092809,8659209,3
4,MEDA-1229,In Progress,In Progress,2022-06-09T20:36:39.346000+00:00,2022-06-09T21:14:00.752000+00:00,1400,2241,4
4,MEDA-1229,In Review,In Progress,2022-06-09T21:14:00.752000+00:00,2022-06-09T21:14:04.050000+00:00,0,3,5
4,MEDA-1229,FInal Implementation,In Progress,2022-06-09T21:14:04.050000+00:00,2022-06-09T21:14:06.171000+00:00,0,2,6
4,MEDA-1229,Done,Done,2022-06-09T21:14:06.171000+00:00,2025-05-21T15:36:07.753000+00:00,22127767,93032521,7
4,MEDA-1229,Done,Done,2025-05-21T15:36:07.753000+00:00,2025-08-29T20:58:14.083003+00:00,2092926,8659326,8
4,MEDA-1108,In Progress,In Progress,2022-06-14T20:00:02.250000+00:00,2022-06-14T20:00:05.614000+00:00,3,3,9
4,MEDA-1108,In Review,In Progress,2022-06-14T20:00:05.614000+00:00,2023-04-24T16:04:07.206000+00:00,6437041,27115441,10
4,MEDA-1108,FInal Implementation,In Progress,2023-04-24T16:04:07.206000+00:00,2023-04-24T16:04:08.579000+00:00,1,1,11
4,MEDA-1108,Done,Done,2023-04-24T16:04:08.579000+00:00,2025-05-21T15:36:07.269000+00:00,15607918,65489518,12
4,MEDA-1108,Done,Done,2025-05-21T15:36:07.269000+00:00,2025-08-29T20:58:14.083003+00:00,2092926,8659326,13
4,MEDA-2316,Initial Dev,In Progress,2022-06-17T01:16:20.912000+00:00,2022-06-17T01:16:23.364000+00:00,0,2,14
